comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_cold,logscore_cool,logscore_hot,logscore_warm,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_cold,prob_cool,prob_hot,prob_warm,prompt,scale_type,side,source,standard_type,target,type,unit,value
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2342839856191503,hot,3.0,False,False,-6.717792987823486,-5.80325174331665,-5.282773494720459,-4.979019641876221,-0.3037538528442383,1.9778941050920071,temp-v1_2-p055-room_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.07470650047748163,0.1864397916482908,0.3137468976952611,0.42510681017896657,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
room air,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1250807676326624,cold,0.0,False,False,-4.681800842285156,-4.8744001388549805,-6.911144256591797,-6.04179573059082,0.19259929656982422,0.7587382116536917,temp-v1_2-p055-room_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.45681425222831507,0.3767860657161009,0.049152781826422874,0.11724690022916101,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
room air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2342839856191503,hot,3.0,False,False,-6.717792987823486,-5.80325174331665,-5.282773494720459,-4.979019641876221,-0.3037538528442383,1.9778941050920071,temp-v1_2-p055-room_air-vs-heated_oven_air,warm,2.0,warm_cold,0.07470650047748163,0.1864397916482908,0.3137468976952611,0.42510681017896657,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
room air,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2120168837654108,cold,0.0,False,False,-3.8676419258117676,-4.1223626136779785,-5.380777835845947,-5.140500545501709,0.25472068786621094,0.8771487621117307,temp-v1_2-p055-room_air-vs-heated_oven_air,cold,0.0,warm_cold,0.4394867876974474,0.34066069980250013,0.09678303730912556,0.12306947519092692,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
bath water,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1927729938675278,warm,2.0,False,False,-6.705142021179199,-6.740222930908203,-6.165341377258301,-5.2913970947265625,0.8739442825317383,1.839607309887378,temp-v1_2-p055-bath_water-vs-swimming_pool_water,warm,2.0,warm_cold,0.128328268952897,0.12390444607914641,0.22016829387231843,0.5275989910956381,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
bath water,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1611945031385227,hot,3.0,False,False,-7.042754173278809,-7.295392036437988,-6.096423149108887,-5.531359672546387,-0.5650634765625,1.97743549961227,temp-v1_2-p055-bath_water-vs-swimming_pool_water,warm,2.0,warm_cold,0.1125361060184643,0.08741232135968532,0.2899200330088842,0.5101315396129661,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
freshly served tea,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1250807676326624,cold,0.0,False,False,-4.681800842285156,-4.8744001388549805,-6.911144256591797,-6.04179573059082,0.19259929656982422,0.7587382116536917,temp-v1_2-p055-freshly_served_tea-vs-swimming_pool_water,cold,0.0,warm_cold,0.45681425222831507,0.3767860657161009,0.049152781826422874,0.11724690022916101,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
freshly served tea,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1611945031385227,hot,3.0,False,False,-7.042754173278809,-7.295392036437988,-6.096423149108887,-5.531359672546387,-0.5650634765625,1.97743549961227,temp-v1_2-p055-freshly_served_tea-vs-swimming_pool_water,warm,2.0,warm_cold,0.1125361060184643,0.08741232135968532,0.2899200330088842,0.5101315396129661,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
swimming-pool water,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1611945031385227,hot,3.0,False,False,-7.042754173278809,-7.295392036437988,-6.096423149108887,-5.531359672546387,-0.5650634765625,1.97743549961227,temp-v1_2-p055-swimming_pool_water-vs-heated_oven_air,warm,2.0,warm_cold,0.1125361060184643,0.08741232135968532,0.2899200330088842,0.5101315396129661,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
swimming-pool water,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2120168837654108,cold,0.0,False,False,-3.8676419258117676,-4.1223626136779785,-5.380777835845947,-5.140500545501709,0.25472068786621094,0.8771487621117307,temp-v1_2-p055-swimming_pool_water-vs-heated_oven_air,cold,0.0,warm_cold,0.4394867876974474,0.34066069980250013,0.09678303730912556,0.12306947519092692,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
bath water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1927729938675278,warm,2.0,False,False,-6.705142021179199,-6.740222930908203,-6.165341377258301,-5.2913970947265625,0.8739442825317383,1.839607309887378,temp-v1_2-p055-bath_water-vs-freshly_served_tea,warm,2.0,warm_cold,0.128328268952897,0.12390444607914641,0.22016829387231843,0.5275989910956381,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
bath water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1250807676326624,cold,0.0,False,False,-4.681800842285156,-4.8744001388549805,-6.911144256591797,-6.04179573059082,0.19259929656982422,0.7587382116536917,temp-v1_2-p055-bath_water-vs-freshly_served_tea,cold,0.0,warm_cold,0.45681425222831507,0.3767860657161009,0.049152781826422874,0.11724690022916101,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
heated oven air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2120168837654108,cold,0.0,False,False,-3.8676419258117676,-4.1223626136779785,-5.380777835845947,-5.140500545501709,0.25472068786621094,0.8771487621117307,temp-v1_2-p055-heated_oven_air-vs-bath_water,cold,0.0,warm_cold,0.4394867876974474,0.34066069980250013,0.09678303730912556,0.12306947519092692,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
heated oven air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1927729938675278,warm,2.0,False,False,-6.705142021179199,-6.740222930908203,-6.165341377258301,-5.2913970947265625,0.8739442825317383,1.839607309887378,temp-v1_2-p055-heated_oven_air-vs-bath_water,warm,2.0,warm_cold,0.128328268952897,0.12390444607914641,0.22016829387231843,0.5275989910956381,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.8960870539704634,hot,3.0,False,False,-5.296491622924805,-5.745261192321777,-5.220947265625,-3.357820510864258,-1.8631267547607422,1.8386221240256984,temp-v1_2-p085-freezer_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.10345119423672682,0.06604460709603449,0.11156911959518644,0.7189350790720522,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0429143057239636,warm,2.0,False,False,-6.063049793243408,-6.189146518707275,-3.9645323753356934,-4.224986553192139,-0.2604541778564453,2.323073302928831,temp-v1_2-p085-freezer_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.0612746726715796,0.05401543623824511,0.4996380845102352,0.3850718065799401,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.8960870539704634,hot,3.0,False,False,-5.296491622924805,-5.745261192321777,-5.220947265625,-3.357820510864258,-1.8631267547607422,1.8386221240256984,temp-v1_2-p085-freezer_air-vs-heated_oven_air,warm,2.0,warm_cold,0.10345119423672682,0.06604460709603449,0.11156911959518644,0.7189350790720522,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3400069327638495,cold,0.0,False,False,-5.257939338684082,-4.358492851257324,-4.5055437088012695,-4.637699127197266,-0.8994464874267578,1.6859865050552851,temp-v1_2-p085-freezer_air-vs-heated_oven_air,cool,1.0,warm_cold,0.1344141242817069,0.3304224546574656,0.2852372082761644,0.24992621278466304,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
freshly served tea,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0429143057239636,warm,2.0,False,False,-6.063049793243408,-6.189146518707275,-3.9645323753356934,-4.224986553192139,-0.2604541778564453,2.323073302928831,temp-v1_2-p085-freshly_served_tea-vs-room_air,hot,3.0,warm_cold,0.0612746726715796,0.05401543623824511,0.4996380845102352,0.3850718065799401,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
freshly served tea,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0950157352108092,hot,3.0,False,False,-7.257162094116211,-5.867914199829102,-4.556387901306152,-4.837777137756348,0.2813892364501953,2.2851266828550445,temp-v1_2-p085-freshly_served_tea-vs-room_air,hot,3.0,warm_cold,0.032110942215728924,0.12882369257683576,0.4781722598633384,0.36089310534409685,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
room air,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0950157352108092,hot,3.0,False,False,-7.257162094116211,-5.867914199829102,-4.556387901306152,-4.837777137756348,0.2813892364501953,2.2851266828550445,temp-v1_2-p085-room_air-vs-heated_oven_air,hot,3.0,warm_cold,0.032110942215728924,0.12882369257683576,0.4781722598633384,0.36089310534409685,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
room air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3400069327638495,cold,0.0,False,False,-5.257939338684082,-4.358492851257324,-4.5055437088012695,-4.637699127197266,-0.8994464874267578,1.6859865050552851,temp-v1_2-p085-room_air-vs-heated_oven_air,cool,1.0,warm_cold,0.1344141242817069,0.3304224546574656,0.2852372082761644,0.24992621278466304,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
swimming-pool water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.947807427042761,hot,3.0,False,False,-8.18019962310791,-7.723883628845215,-5.277416229248047,-5.6062517166137695,0.32883548736572266,2.431789828855622,temp-v1_2-p085-swimming_pool_water-vs-freshly_served_tea,hot,3.0,warm_cold,0.029480645650801975,0.04652779903433093,0.537278919191557,0.3867126361233101,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
swimming-pool water,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0429143057239636,warm,2.0,False,False,-6.063049793243408,-6.189146518707275,-3.9645323753356934,-4.224986553192139,-0.2604541778564453,2.323073302928831,temp-v1_2-p085-swimming_pool_water-vs-freshly_served_tea,hot,3.0,warm_cold,0.0612746726715796,0.05401543623824511,0.4996380845102352,0.3850718065799401,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
swimming-pool water,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.947807427042761,hot,3.0,False,False,-8.18019962310791,-7.723883628845215,-5.277416229248047,-5.6062517166137695,0.32883548736572266,2.431789828855622,temp-v1_2-p085-swimming_pool_water-vs-heated_oven_air,hot,3.0,warm_cold,0.029480645650801975,0.04652779903433093,0.537278919191557,0.3867126361233101,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
swimming-pool water,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3400069327638495,cold,0.0,False,False,-5.257939338684082,-4.358492851257324,-4.5055437088012695,-4.637699127197266,-0.8994464874267578,1.6859865050552851,temp-v1_2-p085-swimming_pool_water-vs-heated_oven_air,cool,1.0,warm_cold,0.1344141242817069,0.3304224546574656,0.2852372082761644,0.24992621278466304,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
bath water,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0955882146025835,hot,3.0,False,False,-7.319943428039551,-6.764858245849609,-5.538227081298828,-5.098243713378906,-0.4399833679199219,2.1227555419547888,temp-v1_2-p085-bath_water-vs-freshly_served_tea,warm,2.0,warm_cold,0.05584992739876915,0.09729556502889475,0.33175096178122215,0.5151035457911138,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
bath water,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0429143057239636,warm,2.0,False,False,-6.063049793243408,-6.189146518707275,-3.9645323753356934,-4.224986553192139,-0.2604541778564453,2.323073302928831,temp-v1_2-p085-bath_water-vs-freshly_served_tea,hot,3.0,warm_cold,0.0612746726715796,0.05401543623824511,0.4996380845102352,0.3850718065799401,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
heated oven air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3400069327638495,cold,0.0,False,False,-5.257939338684082,-4.358492851257324,-4.5055437088012695,-4.637699127197266,-0.8994464874267578,1.6859865050552851,temp-v1_2-p085-heated_oven_air-vs-bath_water,cool,1.0,warm_cold,0.1344141242817069,0.3304224546574656,0.2852372082761644,0.24992621278466304,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
heated oven air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0955882146025835,hot,3.0,False,False,-7.319943428039551,-6.764858245849609,-5.538227081298828,-5.098243713378906,-0.4399833679199219,2.1227555419547888,temp-v1_2-p085-heated_oven_air-vs-bath_water,warm,2.0,warm_cold,0.05584992739876915,0.09729556502889475,0.33175096178122215,0.5151035457911138,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
heated oven air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3400069327638495,cold,0.0,False,False,-5.257939338684082,-4.358492851257324,-4.5055437088012695,-4.637699127197266,-0.8994464874267578,1.6859865050552851,temp-v1_2-p085-heated_oven_air-vs-freshly_served_tea,cool,1.0,warm_cold,0.1344141242817069,0.3304224546574656,0.2852372082761644,0.24992621278466304,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
heated oven air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0429143057239636,warm,2.0,False,False,-6.063049793243408,-6.189146518707275,-3.9645323753356934,-4.224986553192139,-0.2604541778564453,2.323073302928831,temp-v1_2-p085-heated_oven_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.0612746726715796,0.05401543623824511,0.4996380845102352,0.3850718065799401,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
heated oven air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3258917766886125,cold,0.0,False,False,-4.726048469543457,-4.942964553833008,-5.394341468811035,-5.631085395812988,0.21691608428955078,1.1578529149859267,temp-v1_2-p120-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.3673624506784635,0.2957258611529637,0.1883036774958174,0.14860801067275536,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.8086122546336971,hot,3.0,False,False,-6.107779502868652,-7.216385841369629,-6.231640815734863,-4.199273109436035,-2.032367706298828,1.83849592624275,temp-v1_2-p120-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.11165037239462682,0.03684669678579624,0.09864336781779989,0.752859563001777,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 120 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
heated oven air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3258917766886125,cold,0.0,False,False,-4.726048469543457,-4.942964553833008,-5.394341468811035,-5.631085395812988,0.21691608428955078,1.1578529149859267,temp-v1_2-p120-heated_oven_air-vs-room_air,cold,0.0,warm_cold,0.3673624506784635,0.2957258611529637,0.1883036774958174,0.14860801067275536,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
heated oven air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0885840994832876,hot,3.0,False,False,-7.1824822425842285,-6.697751522064209,-4.996639728546143,-5.675268650054932,0.6786289215087891,2.3289099262676376,temp-v1_2-p120-heated_oven_air-vs-room_air,hot,3.0,warm_cold,0.06235963255541954,0.10125568700705181,0.554884878385528,0.28149980205200054,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 120 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
swimming-pool water,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1033541725522509,hot,3.0,False,False,-7.668822288513184,-7.891544342041016,-5.887660980224609,-6.213695526123047,0.3260345458984375,2.260886762857941,temp-v1_2-p120-swimming_pool_water-vs-heated_oven_air,hot,3.0,warm_cold,0.08318006926693118,0.06657210949755017,0.49381901088935354,0.356428810346165,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 120 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
swimming-pool water,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3258917766886125,cold,0.0,False,False,-4.726048469543457,-4.942964553833008,-5.394341468811035,-5.631085395812988,0.21691608428955078,1.1578529149859267,temp-v1_2-p120-swimming_pool_water-vs-heated_oven_air,cold,0.0,warm_cold,0.3673624506784635,0.2957258611529637,0.1883036774958174,0.14860801067275536,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
heated oven air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3258917766886125,cold,0.0,False,False,-4.726048469543457,-4.942964553833008,-5.394341468811035,-5.631085395812988,0.21691608428955078,1.1578529149859267,temp-v1_2-p120-heated_oven_air-vs-bath_water,cold,0.0,warm_cold,0.3673624506784635,0.2957258611529637,0.1883036774958174,0.14860801067275536,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
heated oven air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.232154197877791,hot,3.0,False,False,-7.1189117431640625,-7.448594093322754,-6.241596221923828,-5.98476505279541,-0.25683116912841797,1.956483539512414,temp-v1_2-p120-heated_oven_air-vs-bath_water,warm,2.0,warm_cold,0.13827226385858354,0.09943879386416146,0.33246686109374285,0.42982208118351206,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 120 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
freshly served tea,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2381713170997708,hot,3.0,False,False,-4.491143226623535,-6.055044174194336,-4.4022626876831055,-5.162008285522461,0.08888053894042969,1.6032151017498837,temp-v1_2-p120-freshly_served_tea-vs-heated_oven_air,hot,3.0,warm_cold,0.35542486878513435,0.0743968007151137,0.38846164003526573,0.18171669046448638,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 120 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
freshly served tea,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.3258917766886125,cold,0.0,False,False,-4.726048469543457,-4.942964553833008,-5.394341468811035,-5.631085395812988,0.21691608428955078,1.1578529149859267,temp-v1_2-p120-freshly_served_tea-vs-heated_oven_air,cold,0.0,warm_cold,0.3673624506784635,0.2957258611529637,0.1883036774958174,0.14860801067275536,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
